3.61, 8.02
3.98, 8.02
4.34, 8.01
5.09, 8.19
5.27, 8.94
5.27, 9.32
5.27, 9.7
5.27, 10.08
5.27, 10.46
5.41, 10.82
5.71, 11.05
6.09, 11.07
6.47, 11.07
6.84, 11.07
7.22, 11.07
7.6, 11.07
7.98, 11.07
8.35, 11.07
8.73, 11.06
9.11, 11.06
9.39, 10.81
9.74, 10.65
9.68, 10.27
9.65, 9.9
9.44, 9.57
9.32, 9.22
9.31, 8.84
9.3, 8.46
9.31, 8.09
9.32, 7.71
9.34, 7.33
9.38, 6.95
9.44, 6.58
9.53, 6.22
9.62, 5.85
9.76, 5.5
9.9, 5.15
